date,restaurant_id,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,labor_cost,productivity_per_hour,personnel_cost_ratio
2024-01-05,R0039,cloudy,1.5,0,367,165,202,8.96,3286.77,36.39,566.84,90.32,0.1725
2024-01-05,R0004,cloudy,5.2,0,294,54,240,14.96,4396.99,61.85,930.14,71.09,0.2115
2024-01-05,R0054,sunny,-0.0,0,377,121,256,5.5,2073.5,24.26,361.62,85.48,0.1744
2024-01-05,R0048,cloudy,-0.2,0,113,17,96,11.6,1310.7,12.81,189.95,102.36,0.1449
2024-01-05,R0031,rainy,3.4,0,298,54,244,11.21,3339.32,46.25,698.81,72.2,0.2093
2024-01-05,R0032,rainy,11.7,1,318,93,225,11.85,3767.24,61.53,765.15,61.23,0.2031
2024-01-05,R0013,cloudy,-0.8,0,320,40,280,14.44,4621.97,59.4,731.22,77.82,0.1582
2024-01-05,R0049,cloudy,6.4,0,226,40,186,14.68,3317.57,42.31,692.98,78.41,0.2089
2024-01-05,R0023,sunny,3.7,0,363,69,294,14.68,5327.69,46.89,768.56,113.63,0.1443
2024-01-05,R0014,snowy,1.2,0,195,52,143,14.13,2754.56,43.14,743.22,63.84,0.2698
2024-01-05,R0043,cloudy,6.6,0,239,84,155,14.14,3380.11,42.68,583.8,79.19,0.1727
2024-01-05,R0047,rainy,9.7,0,244,42,202,16.39,3998.1,57.17,948.31,69.93,0.2372
2024-01-05,R0024,cloudy,5.0,0,197,37,160,13.06,2573.23,40.16,583.31,64.08,0.2267
2024-01-05,R0015,snowy,4.4,0,183,45,138,13.72,2510.68,29.3,405.67,85.69,0.1616
2024-01-05,R0021,rainy,5.9,0,244,70,174,10.01,2442.39,28.93,453.62,84.43,0.1857
2024-01-05,R0057,sunny,6.9,0,393,64,329,17.33,6811.08,67.47,1119.81,100.95,0.1644
2024-01-05,R0020,cloudy,1.8,1,163,8,155,14.35,2339.38,44.87,789.74,52.14,0.3376
2024-01-05,R0019,cloudy,5.8,0,235,37,198,13.8,3242.33,50.64,878.36,64.02,0.2709
2024-01-05,R0016,cloudy,11.2,1,203,44,159,14.0,2841.9,34.26,490.89,82.94,0.1727
2024-01-05,R0018,cloudy,5.6,0,181,36,145,9.17,1659.25,23.94,311.42,69.3,0.1877
2024-01-05,R0058,sunny,10.4,0,333,75,258,14.82,4936.55,74.49,1166.95,66.27,0.2364
2024-01-05,R0033,rainy,4.7,0,240,68,172,15.03,3607.32,31.37,508.69,114.98,0.141
2024-01-05,R0025,snowy,2.6,0,139,19,120,9.5,1320.85,16.43,267.58,80.38,0.2026
2024-01-05,R0012,rainy,9.4,0,285,76,209,16.98,4839.44,52.64,909.44,91.94,0.1879
2024-01-05,R0008,sunny,-3.2,0,289,41,248,15.15,4379.34,55.69,770.54,78.64,0.1759
2024-01-05,R0046,cloudy,3.0,0,424,125,299,10.67,4525.77,50.43,735.19,89.75,0.1624
2024-01-05,R0009,cloudy,-1.8,0,315,15,300,14.9,4693.74,57.65,991.48,81.41,0.2112
2024-01-05,R0050,cloudy,2.7,0,295,73,222,14.78,4358.72,36.73,560.44,118.66,0.1286
2024-01-05,R0055,cloudy,6.0,1,190,54,136,15.78,2998.02,48.34,957.99,62.02,0.3195
2024-01-05,R0017,cloudy,10.5,0,169,37,132,10.33,1746.19,21.09,304.56,82.8,0.1744
2024-01-05,R0056,snowy,6.1,1,255,86,169,11.79,3005.29,35.46,456.35,84.74,0.1518
2024-01-05,R0010,sunny,6.0,0,324,128,196,10.71,3470.15,38.68,568.65,89.71,0.1639
2024-01-05,R0052,sunny,-1.7,0,143,26,117,16.85,2409.77,28.54,474.8,84.43,0.197
2024-01-05,R0030,rainy,8.6,0,222,43,179,10.28,2283.13,35.1,730.86,65.04,0.3201
2024-01-05,R0029,rainy,3.2,1,443,125,318,11.89,5266.56,82.25,1476.95,64.03,0.2804
2024-01-05,R0028,rainy,8.2,0,212,50,162,12.64,2679.27,36.7,440.43,73.0,0.1644
2024-01-05,R0011,cloudy,0.7,0,301,135,166,10.55,3176.59,44.46,796.69,71.45,0.2508
2024-01-05,R0027,rainy,8.8,0,234,46,188,11.7,2737.42,32.09,486.15,85.3,0.1776
2024-01-05,R0059,cloudy,1.6,0,306,15,291,13.34,4082.52,46.29,852.95,88.2,0.2089
2024-01-05,R0022,cloudy,0.0,1,288,91,197,17.94,5167.79,76.74,1143.58,67.34,0.2213
2024-01-05,R0026,rainy,2.8,0,412,118,294,15.5,6384.06,128.38,1672.34,49.73,0.262
2024-01-05,R0001,sunny,3.3,0,398,83,315,14.48,5761.18,103.73,1244.73,55.54,0.2161
2024-01-06,R0040,snowy,1.6,0,379,18,361,14.7,5570.69,61.87,1165.87,90.04,0.2093
2024-01-06,R0049,snowy,7.4,1,260,72,188,12.23,3178.64,38.8,635.49,81.93,0.1999
2024-01-06,R0022,snowy,2.8,0,204,74,130,15.43,3148.42,56.23,837.88,55.99,0.2661
2024-01-06,R0030,rainy,1.5,0,213,28,185,12.56,2675.12,34.86,725.73,76.75,0.2713
2024-01-06,R0047,rainy,2.5,0,282,73,209,14.57,4107.66,51.66,856.82,79.52,0.2086
2024-01-06,R0003,cloudy,-0.9,0,449,131,318,15.15,6803.28,75.73,1011.18,89.83,0.1486
2024-01-06,R0046,cloudy,1.1,0,494,183,311,11.21,5536.14,57.29,835.32,96.63,0.1509
2024-01-06,R0002,cloudy,13.2,1,301,65,236,13.75,4138.62,41.05,548.79,100.81,0.1326
2024-01-06,R0012,cloudy,-5.9,0,335,116,219,14.81,4960.64,56.5,976.28,87.79,0.1968
2024-01-06,R0060,snowy,5.4,0,263,40,223,7.02,1847.16,25.59,392.42,72.17,0.2124
2024-01-06,R0043,cloudy,9.6,0,329,70,259,14.8,4870.15,62.79,858.77,77.57,0.1763
2024-01-06,R0009,sunny,7.0,0,403,107,296,14.07,5670.65,67.51,1160.9,84.0,0.2047
2024-01-06,R0052,cloudy,9.0,1,191,48,143,17.25,3294.63,49.7,826.82,66.29,0.251
2024-01-06,R0038,cloudy,0.1,0,119,6,113,13.56,1613.12,23.16,310.21,69.64,0.1923
2024-01-06,R0015,cloudy,9.8,0,196,36,160,15.19,2976.75,41.36,572.57,71.98,0.1923
2024-01-06,R0053,cloudy,8.9,0,327,103,224,15.54,5082.98,68.95,1050.92,73.72,0.2068
2024-01-06,R0042,cloudy,0.5,0,428,91,337,19.3,8259.03,116.36,1555.39,70.98,0.1883
2024-01-06,R0021,rainy,0.2,0,242,73,169,11.66,2821.36,35.06,549.78,80.47,0.1949
2024-01-06,R0018,cloudy,7.1,0,177,38,139,10.63,1881.02,17.8,231.49,105.69,0.1231
2024-01-06,R0035,snowy,5.7,0,128,42,86,17.0,2176.6,28.12,557.04,77.4,0.2559
2024-01-06,R0017,sunny,4.1,0,317,38,279,11.27,3573.46,44.48,642.34,80.34,0.1798
2024-01-06,R0044,rainy,16.8,0,221,60,161,9.86,2179.06,33.01,467.99,66.01,0.2148
2024-01-06,R0031,cloudy,14.7,0,310,64,246,16.09,4987.18,59.73,902.35,83.5,0.1809
2024-01-06,R0050,cloudy,10.9,1,342,93,249,13.84,4732.3,44.78,683.15,105.69,0.1444
2024-01-06,R0019,snowy,10.0,0,251,49,202,12.78,3206.86,44.31,768.47,72.38,0.2396
2024-01-06,R0005,cloudy,4.9,0,278,79,199,11.69,3249.41,28.61,481.45,113.6,0.1482
2024-01-06,R0032,rainy,12.3,1,330,90,240,10.46,3450.88,54.63,679.34,63.17,0.1969
2024-01-06,R0055,sunny,1.0,0,159,29,130,12.72,2022.77,32.18,637.66,62.87,0.3152
2024-01-06,R0025,cloudy,6.6,0,199,17,182,11.29,2246.55,19.96,324.96,112.57,0.1446
2024-01-06,R0028,cloudy,2.6,1,354,115,239,9.91,3508.34,49.32,591.78,71.14,0.1687
2024-01-06,R0004,cloudy,-5.3,0,331,83,248,11.18,3701.97,42.42,637.88,87.27,0.1723
2024-01-06,R0034,rainy,-1.7,0,179,65,114,18.08,3236.61,35.95,595.68,90.04,0.184
2024-01-06,R0023,cloudy,8.7,0,386,44,342,16.1,6214.62,64.67,1060.15,96.09,0.1706
2024-01-06,R0036,rainy,7.1,0,380,100,280,10.56,4012.6,43.71,579.67,91.81,0.1445
2024-01-06,R0026,cloudy,10.9,0,429,89,340,13.82,5928.4,132.24,1722.52,44.83,0.2906
2024-01-06,R0027,sunny,-0.2,0,257,70,187,13.28,3413.0,32.91,498.56,103.7,0.1461
2024-01-06,R0013,rainy,-0.9,0,360,128,232,11.73,4221.41,72.0,886.44,58.63,0.21
2024-01-06,R0056,snowy,6.8,1,213,66,147,11.63,2476.7,30.94,398.18,80.04,0.1608
2024-01-06,R0011,cloudy,5.2,0,376,103,273,11.47,4311.64,72.46,1298.47,59.51,0.3012
2024-01-06,R0059,rainy,3.2,0,254,46,208,13.28,3372.71,29.58,545.19,114.0,0.1616
2024-01-06,R0006,rainy,4.1,0,319,23,296,17.67,5637.27,80.51,1166.12,70.02,0.2069
2024-01-06,R0045,cloudy,2.0,0,138,43,95,16.97,2342.41,34.87,428.24,67.18,0.1828
2024-01-06,R0016,cloudy,-6.0,1,212,46,166,14.93,3164.25,36.93,529.01,85.69,0.1672
2024-01-06,R0007,rainy,0.9,1,397,154,243,13.1,5198.89,78.42,1050.84,66.29,0.2021
2024-01-06,R0039,cloudy,3.8,0,355,124,231,10.42,3699.71,51.7,805.27,71.56,0.2177
2024-01-06,R0057,cloudy,0.4,0,463,166,297,17.18,7953.92,82.83,1374.82,96.02,0.1728
2024-01-06,R0024,sunny,-1.8,0,277,34,243,10.64,2946.41,52.73,765.91,55.88,0.2599
2024-01-06,R0014,rainy,-2.3,0,270,55,215,17.2,4642.79,45.68,786.9,101.64,0.1695
2024-01-06,R0037,rainy,-0.4,0,280,24,256,12.73,3563.11,38.0,722.62,93.78,0.2028
2024-01-06,R0041,sunny,12.5,0,273,40,233,11.33,3093.79,42.28,540.78,73.17,0.1748
2024-01-06,R0054,cloudy,16.4,0,356,132,224,7.25,2581.05,31.28,466.25,82.53,0.1806
2024-01-06,R0058,cloudy,-2.2,0,405,114,291,12.69,5139.23,82.29,1289.21,62.45,0.2509
2024-01-06,R0010,rainy,5.9,0,264,71,193,10.0,2639.56,35.66,524.23,74.02,0.1986
2024-01-06,R0001,snowy,0.3,0,342,111,231,15.87,5426.26,92.38,1108.59,58.74,0.2043
2024-01-06,R0020,sunny,3.2,0,179,43,136,12.16,2176.25,33.37,587.39,65.21,0.2699
2024-01-06,R0051,sunny,8.0,0,200,62,138,9.81,1962.85,24.14,446.07,81.31,0.2273
2024-01-06,R0033,cloudy,4.8,0,273,74,199,12.65,3454.6,32.38,525.06,106.68,0.152
2024-01-06,R0008,sunny,0.5,1,436,21,415,15.57,6786.63,81.63,1129.48,83.14,0.1664
2024-01-06,R0048,cloudy,7.7,0,141,16,125,14.84,2092.92,25.28,375.08,82.77,0.1792
2024-01-06,R0029,rainy,1.7,0,364,121,243,13.54,4929.38,81.34,1460.55,60.6,0.2963
2024-01-07,R0013,cloudy,-4.1,0,278,61,217,13.04,3626.34,43.72,538.23,82.94,0.1484
2024-01-07,R0048,sunny,4.9,1,200,57,143,11.77,2354.74,31.04,460.44,75.86,0.1955
2024-01-07,R0058,cloudy,6.7,0,380,108,272,13.55,5148.91,78.72,1233.19,65.41,0.2395
2024-01-07,R0056,snowy,7.0,0,213,39,174,13.05,2778.99,30.65,394.43,90.66,0.1419
2024-01-07,R0011,rainy,0.2,0,333,83,250,12.55,4177.6,75.43,1351.76,55.38,0.3236
2024-01-07,R0040,sunny,2.8,0,299,102,197,14.8,4425.01,63.76,1201.37,69.41,0.2715
2024-01-07,R0059,rainy,0.8,0,319,87,232,13.42,4282.41,41.72,768.74,102.66,0.1795
2024-01-07,R0044,cloudy,6.9,0,230,84,146,12.28,2825.42,44.9,636.59,62.92,0.2253
2024-01-07,R0035,rainy,3.1,0,125,31,94,19.13,2390.71,31.19,617.88,76.65,0.2585
2024-01-07,R0037,sunny,9.6,0,273,56,217,14.59,3984.4,52.26,993.92,76.24,0.2495
2024-01-07,R0057,rainy,5.5,0,291,32,259,15.4,4482.11,39.5,655.58,113.48,0.1463
2024-01-07,R0024,sunny,-2.5,0,217,36,181,12.57,2727.99,38.36,557.19,71.12,0.2042
2024-01-07,R0047,sunny,4.0,1,283,65,218,15.01,4248.17,47.69,790.96,89.09,0.1862
2024-01-07,R0051,cloudy,1.8,0,174,21,153,13.87,2412.69,21.18,391.36,113.91,0.1622
2024-01-07,R0032,cloudy,6.8,0,294,61,233,13.69,4025.08,59.02,733.96,68.2,0.1823
2024-01-07,R0050,snowy,-1.3,0,183,64,119,14.76,2701.25,21.34,325.6,126.58,0.1205
2024-01-07,R0019,rainy,-0.3,1,290,53,237,11.86,3440.17,55.98,970.84,61.46,0.2822
2024-01-07,R0001,sunny,8.2,0,332,115,217,13.25,4397.95,65.81,789.72,66.83,0.1796
2024-01-07,R0005,cloudy,1.2,0,185,56,129,13.49,2496.01,26.49,445.8,94.24,0.1786
2024-01-07,R0027,rainy,3.2,0,202,26,176,14.23,2873.91,25.1,380.26,114.48,0.1323
2024-01-07,R0055,cloudy,7.8,1,139,19,120,13.7,1903.94,29.83,591.2,63.82,0.3105
2024-01-07,R0023,snowy,2.9,0,225,46,179,15.6,3510.14,29.75,487.68,117.98,0.1389
2024-01-07,R0025,cloudy,3.8,0,165,58,107,10.12,1670.44,17.95,292.22,93.08,0.1749
2024-01-07,R0029,cloudy,2.4,0,359,53,306,12.47,4475.26,57.72,1036.48,77.53,0.2316
2024-01-07,R0028,cloudy,-6.2,0,222,33,189,9.74,2161.31,28.34,340.03,76.27,0.1573
2024-01-07,R0034,cloudy,12.3,1,237,94,143,16.41,3889.97,44.7,740.75,87.03,0.1904
2024-01-07,R0036,rainy,4.8,0,308,36,272,9.21,2837.52,25.88,343.25,109.64,0.121
2024-01-07,R0054,rainy,9.5,1,419,112,307,6.53,2734.58,35.94,535.82,76.08,0.1959
2024-01-07,R0026,sunny,8.5,1,488,124,364,15.29,7460.5,149.23,1943.85,49.99,0.2606
2024-01-07,R0033,sunny,-0.1,0,275,134,141,13.48,3708.28,31.59,512.19,117.39,0.1381
2024-01-07,R0041,cloudy,0.3,0,231,30,201,14.23,3287.39,44.31,566.67,74.19,0.1724
2024-01-07,R0017,cloudy,6.1,0,199,29,170,9.79,1948.54,28.21,407.4,69.07,0.2091
2024-01-07,R0018,cloudy,7.8,0,171,58,113,12.83,2194.11,24.33,316.41,90.2,0.1442
2024-01-07,R0045,cloudy,-2.6,0,146,31,115,19.53,2852.0,44.81,550.37,63.64,0.193
2024-01-07,R0006,sunny,-0.3,0,248,80,168,19.57,4854.4,71.48,1035.38,67.91,0.2133
2024-01-07,R0030,cloudy,8.6,0,212,51,161,11.81,2503.02,41.0,853.77,61.04,0.3411
2024-01-07,R0038,cloudy,6.1,0,90,26,64,13.48,1212.77,15.96,213.72,75.99,0.1762
2024-01-07,R0043,sunny,-1.8,0,304,82,222,17.49,5315.98,59.13,808.68,89.91,0.1521
2024-01-07,R0009,cloudy,5.9,0,303,63,240,15.68,4752.16,50.84,874.39,93.46,0.184
2024-01-07,R0012,cloudy,13.9,0,210,61,149,13.44,2823.31,27.87,481.51,101.31,0.1705
2024-01-07,R0039,cloudy,12.6,0,322,126,196,8.25,2657.11,31.75,494.62,83.68,0.1861
2024-01-07,R0007,cloudy,8.1,1,293,85,208,11.44,3350.49,45.72,612.67,73.28,0.1829
2024-01-07,R0021,sunny,18.7,0,228,67,161,10.7,2438.92,27.78,435.6,87.79,0.1786
2024-01-07,R0053,cloudy,6.4,0,275,89,186,14.74,4053.9,49.62,756.3,81.7,0.1866
2024-01-07,R0010,sunny,3.1,0,236,94,142,10.35,2441.61,34.17,502.36,71.45,0.2057
2024-01-07,R0042,snowy,11.1,0,293,52,241,16.32,4782.3,61.52,822.38,77.73,0.172
2024-01-07,R0004,snowy,4.7,0,270,84,186,14.14,3817.66,60.9,915.78,62.69,0.2399
2024-01-07,R0015,cloudy,-0.9,0,207,47,160,14.68,3039.19,35.91,497.24,84.62,0.1636
2024-01-07,R0052,cloudy,2.8,0,110,40,70,15.77,1734.65,21.87,363.75,79.33,0.2097
2024-01-07,R0031,cloudy,9.7,0,243,84,159,15.18,3689.04,47.54,718.26,77.6,0.1947
2024-01-07,R0014,rainy,3.0,1,249,97,152,12.14,3022.45,41.02,706.7,73.67,0.2338
2024-01-07,R0008,rainy,-4.7,1,293,81,212,15.51,4544.12,49.18,680.47,92.4,0.1497
2024-01-07,R0016,cloudy,4.2,0,167,21,146,16.81,2807.97,32.76,469.33,85.71,0.1671
2024-01-07,R0003,cloudy,1.6,0,338,50,288,13.29,4491.76,54.81,731.78,81.96,0.1629
2024-01-07,R0060,cloudy,8.0,0,313,61,252,8.24,2578.46,33.17,508.55,77.74,0.1972
2024-01-07,R0022,rainy,3.1,0,209,24,185,19.08,3988.68,57.85,862.1,68.95,0.2161
2024-01-07,R0046,cloudy,-1.7,0,455,159,296,8.23,3746.07,39.23,571.93,95.49,0.1527
2024-01-07,R0020,snowy,2.3,0,118,32,86,13.63,1608.5,27.29,480.3,58.94,0.2986
2024-01-07,R0049,sunny,-8.7,1,318,94,224,13.35,4244.42,53.94,883.43,78.69,0.2081
2024-01-07,R0002,cloudy,0.6,0,243,71,172,11.7,2843.7,27.9,372.98,101.92,0.1312
2024-01-08,R0010,cloudy,4.0,0,167,58,109,9.75,1627.42,25.58,376.03,63.62,0.2311
2024-01-08,R0030,rainy,15.5,0,156,50,106,10.68,1665.62,21.98,457.73,75.77,0.2748
2024-01-08,R0056,sunny,4.4,0,175,20,155,12.29,2151.37,32.4,416.97,66.39,0.1938
2024-01-08,R0060,cloudy,2.7,0,252,14,238,8.65,2180.51,30.14,462.07,72.35,0.2119
2024-01-08,R0032,cloudy,13.9,0,189,46,143,12.68,2397.25,33.89,421.48,70.73,0.1758
2024-01-08,R0017,snowy,11.6,0,175,57,118,12.68,2219.16,29.67,428.49,74.79,0.1931
2024-01-08,R0007,rainy,8.8,0,178,36,142,13.61,2422.09,37.48,502.19,64.63,0.2073
2024-01-08,R0048,sunny,6.7,0,120,17,103,13.91,1668.95,16.17,239.87,103.21,0.1437
2024-01-08,R0026,rainy,15.6,0,269,75,194,15.63,4204.59,88.51,1152.99,47.5,0.2742
2024-01-08,R0023,cloudy,6.6,0,242,38,204,17.74,4293.95,43.74,716.99,98.17,0.167
2024-01-08,R0012,cloudy,6.1,0,183,68,115,16.89,3091.46,37.92,655.23,81.52,0.2119
2024-01-08,R0051,rainy,4.2,0,111,20,91,12.39,1375.01,17.51,323.55,78.53,0.2353
2024-01-08,R0043,sunny,-0.7,0,196,37,159,17.03,3337.09,45.12,617.12,73.96,0.1849
2024-01-08,R0046,cloudy,6.6,0,358,102,256,9.51,3404.72,36.81,536.67,92.49,0.1576
2024-01-08,R0036,cloudy,5.8,0,248,58,190,9.35,2319.73,28.45,377.32,81.54,0.1627
2024-01-08,R0057,rainy,0.5,1,270,45,225,14.18,3828.33,37.04,614.83,103.35,0.1606
2024-01-08,R0053,sunny,9.4,0,216,88,128,12.93,2793.87,36.98,563.66,75.55,0.2017
2024-01-08,R0019,cloudy,8.8,0,212,71,141,10.75,2278.01,33.5,580.93,68.01,0.255
2024-01-08,R0054,snowy,-6.4,0,209,61,148,5.5,1149.5,15.51,231.16,74.13,0.2011
2024-01-08,R0027,rainy,3.4,0,156,31,125,11.99,1870.36,20.01,303.04,93.49,0.162
2024-01-08,R0047,sunny,-3.8,0,204,42,162,18.77,3829.57,49.44,820.01,77.46,0.2141
2024-01-08,R0021,snowy,12.7,0,135,24,111,9.15,1234.91,12.97,203.45,95.18,0.1647
2024-01-08,R0031,rainy,13.9,0,178,20,158,14.74,2622.96,33.45,505.32,78.42,0.1927
2024-01-08,R0022,sunny,-6.4,0,145,36,109,16.86,2444.76,33.72,502.54,72.49,0.2056
2024-01-08,R0003,rainy,8.4,0,230,76,154,14.69,3378.75,41.89,559.36,80.65,0.1656
2024-01-08,R0016,rainy,11.5,0,170,38,132,15.54,2641.69,34.98,501.16,75.52,0.1897
2024-01-08,R0002,sunny,8.3,0,182,32,150,9.9,1801.18,23.36,312.3,77.1,0.1734
2024-01-08,R0045,cloudy,1.8,0,120,63,57,16.57,1988.87,24.09,295.81,82.57,0.1487
2024-01-08,R0006,cloudy,-6.5,0,232,11,221,19.39,4498.81,58.31,844.6,77.15,0.1877
2024-01-08,R0038,cloudy,-5.8,0,95,10,85,13.03,1238.09,15.95,213.54,77.64,0.1725
2024-01-08,R0009,cloudy,7.4,0,249,42,207,11.01,2741.88,31.12,535.24,88.1,0.1952
2024-01-08,R0042,cloudy,1.3,0,302,96,206,17.66,5332.52,71.18,951.45,74.92,0.1784
2024-01-08,R0004,rainy,0.1,0,232,33,199,12.73,2954.25,43.27,650.72,68.27,0.2203
2024-01-08,R0049,cloudy,5.3,0,216,63,153,14.26,3080.4,42.58,697.5,72.34,0.2264
2024-01-08,R0058,rainy,9.4,0,285,70,215,14.27,4065.55,54.36,851.61,74.79,0.2095
2024-01-08,R0039,snowy,9.1,0,233,90,143,7.01,1634.15,25.5,397.22,64.08,0.2431
2024-01-08,R0015,rainy,-1.4,0,159,29,130,16.66,2648.66,32.37,448.15,81.83,0.1692
2024-01-08,R0014,sunny,3.0,0,217,60,157,12.23,2654.41,30.96,533.26,85.75,0.2009
2024-01-08,R0020,cloudy,4.3,0,104,32,72,13.9,1445.51,22.43,394.72,64.46,0.2731
2024-01-08,R0033,sunny,13.9,0,154,60,94,12.52,1928.03,20.05,325.09,96.17,0.1686
2024-01-08,R0052,cloudy,6.1,0,94,38,56,15.96,1500.43,25.05,416.7,59.9,0.2777
2024-01-08,R0037,cloudy,2.9,0,220,34,186,11.38,2504.31,29.15,554.41,85.91,0.2214
2024-01-08,R0024,rainy,-1.7,0,163,21,142,12.71,2070.94,36.64,532.17,56.53,0.257
2024-01-08,R0029,cloudy,8.2,0,222,54,168,11.58,2570.5,34.77,624.41,73.92,0.2429
2024-01-08,R0001,cloudy,4.5,0,215,33,182,13.77,2960.5,48.47,581.59,61.08,0.1964
2024-01-08,R0008,rainy,-0.0,0,192,19,173,16.61,3189.19,36.14,500.0,88.25,0.1568
2024-01-08,R0018,cloudy,-1.5,0,142,48,94,10.19,1446.32,20.02,260.36,72.25,0.18
2024-01-08,R0041,snowy,4.2,0,178,28,150,14.35,2553.92,29.34,375.23,87.05,0.1469
2024-01-08,R0055,cloudy,5.1,0,80,11,69,14.95,1195.69,15.51,307.47,77.07,0.2571
2024-01-08,R0035,sunny,3.0,0,115,23,92,15.52,1784.29,20.89,413.77,85.42,0.2319
2024-01-08,R0059,sunny,7.2,0,242,74,168,13.37,3236.7,33.72,621.46,95.98,0.192
2024-01-08,R0028,rainy,8.6,0,126,20,106,9.73,1225.73,17.27,207.19,70.99,0.169
2024-01-08,R0011,sunny,5.7,0,297,34,263,12.4,3683.02,48.82,874.94,75.44,0.2376
2024-01-08,R0034,snowy,-1.0,0,142,16,126,17.11,2429.79,23.56,390.46,103.12,0.1607
2024-01-08,R0050,cloudy,-5.9,1,228,71,157,12.43,2835.03,20.47,312.3,138.5,0.1102
2024-01-08,R0005,rainy,2.1,0,151,39,112,14.28,2156.07,24.28,408.64,88.8,0.1895
2024-01-08,R0013,sunny,-3.1,0,184,55,129,11.36,2089.55,27.73,341.34,75.36,0.1634
2024-01-08,R0040,sunny,10.0,1,273,94,179,15.64,4270.93,57.47,1082.89,74.32,0.2535
2024-01-08,R0025,rainy,-2.1,0,117,21,96,10.06,1176.53,18.39,299.47,63.97,0.2545
2024-01-08,R0044,cloudy,5.1,0,164,36,128,11.22,1839.89,20.02,283.76,91.92,0.1542
2024-01-09,R0019,cloudy,1.1,0,156,49,107,13.94,2175.19,30.54,529.75,71.21,0.2435
2024-01-09,R0053,snowy,4.2,0,161,61,100,12.49,2010.26,23.76,362.18,84.6,0.1802
2024-01-09,R0014,sunny,6.4,0,161,41,120,13.9,2238.31,32.15,553.78,69.63,0.2474
2024-01-09,R0036,rainy,10.6,0,206,67,139,8.83,1819.5,20.51,272.09,88.69,0.1495
2024-01-09,R0060,rainy,7.0,0,210,31,179,8.57,1798.66,25.73,394.5,69.91,0.2193
2024-01-09,R0048,rainy,10.4,0,125,12,113,13.11,1639.15,23.6,350.01,69.47,0.2135
2024-01-09,R0028,rainy,6.0,0,178,24,154,11.12,1979.28,29.06,348.74,68.11,0.1762
2024-01-09,R0037,sunny,1.2,0,176,37,139,15.09,2655.43,35.88,682.33,74.02,0.257
2024-01-09,R0024,rainy,8.9,0,169,46,123,10.3,1741.1,26.61,386.59,65.42,0.222
2024-01-09,R0027,rainy,0.1,0,131,6,125,12.52,1639.69,16.95,256.75,96.74,0.1566
2024-01-09,R0029,sunny,4.6,0,297,78,219,15.69,4659.39,54.84,984.83,84.96,0.2114
2024-01-09,R0050,cloudy,-7.9,0,186,86,100,15.3,2845.42,24.91,380.04,114.23,0.1336
2024-01-09,R0049,sunny,9.5,0,204,53,151,13.81,2816.68,33.1,542.09,85.11,0.1925
2024-01-09,R0025,cloudy,1.1,0,126,6,120,11.83,1490.32,16.35,266.25,91.15,0.1787
2024-01-09,R0055,rainy,0.7,0,89,20,69,14.91,1326.6,25.42,503.72,52.19,0.3797
2024-01-09,R0058,snowy,6.4,0,244,38,206,12.91,3149.66,46.41,727.11,67.86,0.2309
2024-01-09,R0017,sunny,8.6,0,265,57,208,13.44,3561.26,42.11,608.16,84.57,0.1708
2024-01-09,R0022,cloudy,1.3,0,165,48,117,16.2,2672.33,36.05,537.13,74.14,0.201
2024-01-09,R0012,rainy,1.0,0,168,60,108,15.47,2598.68,23.19,400.65,112.07,0.1542
2024-01-09,R0003,cloudy,8.0,1,284,56,228,13.73,3899.32,34.2,456.67,114.01,0.1171
2024-01-09,R0016,sunny,7.9,0,144,28,116,15.68,2258.56,32.42,464.47,69.66,0.2056
2024-01-09,R0013,cloudy,3.9,0,179,52,127,12.63,2260.04,36.26,446.37,62.33,0.1975
2024-01-09,R0031,cloudy,2.4,1,314,73,241,14.71,4620.0,56.83,858.62,81.29,0.1858
2024-01-09,R0007,snowy,0.4,0,195,51,144,14.24,2776.02,46.88,628.15,59.22,0.2263
2024-01-09,R0008,sunny,1.0,0,227,50,177,13.52,3068.56,36.97,511.49,83.01,0.1667
2024-01-09,R0021,cloudy,7.8,0,201,19,182,12.18,2448.42,38.16,598.3,64.17,0.2444
2024-01-09,R0043,cloudy,-2.8,0,200,34,166,16.41,3282.34,44.89,613.95,73.12,0.187
2024-01-09,R0040,rainy,-4.1,0,229,48,181,14.42,3301.48,40.4,761.25,81.72,0.2306
2024-01-09,R0009,cloudy,4.2,1,251,47,204,16.97,4260.44,47.42,815.58,89.84,0.1914
2024-01-09,R0054,rainy,3.3,0,277,56,221,10.62,2942.86,35.28,525.93,83.42,0.1787
2024-01-09,R0004,snowy,8.7,0,200,48,152,14.06,2812.02,40.9,615.12,68.75,0.2187
2024-01-09,R0047,cloudy,0.2,0,195,63,132,12.42,2422.71,34.06,564.97,71.13,0.2332
2024-01-09,R0044,rainy,8.5,0,170,49,121,10.33,1755.47,31.16,441.78,56.33,0.2517
2024-01-09,R0039,cloudy,5.7,0,257,76,181,11.33,2912.82,32.91,512.66,88.5,0.176
2024-01-09,R0045,cloudy,9.3,0,121,37,84,20.16,2439.91,37.89,465.32,64.4,0.1907
2024-01-09,R0051,cloudy,11.8,0,138,36,102,10.59,1461.39,17.07,315.39,85.62,0.2158
2024-01-09,R0006,cloudy,8.0,0,239,32,207,18.38,4392.73,58.6,848.81,74.96,0.1932
