date,restaurant_id,city,restaurant_type,weekday,weekday_name,month,is_weekend,is_holiday,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,hourly_wage,labor_cost,productivity_per_hour,personnel_cost_ratio
2024-06-11,R0001,Karlsruhe,casual_dining,1,Tuesday,6,0,0,rainy,27.8,0,291,64,227,17.14,4986.73,68.14,12.0,817.68,73.18,0.164
2024-06-12,R0001,Karlsruhe,casual_dining,2,Wednesday,6,0,0,sunny,16.2,0,337,73,264,17.31,5834.81,70.82,12.0,849.79,82.39,0.1456
2024-06-13,R0001,Karlsruhe,casual_dining,3,Thursday,6,0,0,sunny,22.0,0,294,104,190,15.34,4511.0,73.92,12.0,887.07,61.02,0.1966
2024-06-14,R0001,Karlsruhe,casual_dining,4,Friday,6,0,0,rainy,25.8,0,386,112,274,14.8,5712.44,77.28,12.0,927.36,73.92,0.1623
2024-06-15,R0001,Karlsruhe,casual_dining,5,Saturday,6,1,0,sunny,24.6,0,448,60,388,15.04,6738.87,101.94,12.0,1223.26,66.11,0.1815
2024-06-16,R0001,Karlsruhe,casual_dining,6,Sunday,6,1,0,cloudy,17.5,0,384,67,317,14.32,5497.15,80.82,12.0,969.83,68.02,0.1764
2024-06-17,R0001,Karlsruhe,casual_dining,0,Monday,6,0,0,sunny,29.6,0,316,68,248,13.11,4143.41,77.95,12.0,935.44,53.15,0.2258
2024-06-18,R0001,Karlsruhe,casual_dining,1,Tuesday,6,0,0,sunny,23.7,0,344,29,315,13.25,4559.62,73.01,12.0,876.06,62.46,0.1921
2024-06-19,R0001,Karlsruhe,casual_dining,2,Wednesday,6,0,0,sunny,19.4,0,263,13,250,14.2,3735.39,57.21,12.0,686.46,65.3,0.1838
2024-06-20,R0001,Karlsruhe,casual_dining,3,Thursday,6,0,0,cloudy,22.1,0,371,18,353,15.63,5798.7,96.55,12.0,1158.54,60.06,0.1998
2024-06-21,R0001,Karlsruhe,casual_dining,4,Friday,6,0,0,sunny,25.8,0,351,50,301,18.46,6480.44,109.24,12.0,1310.84,59.32,0.2023
2024-06-22,R0001,Karlsruhe,casual_dining,5,Saturday,6,1,0,rainy,14.6,0,387,92,295,16.94,6557.06,101.75,12.0,1220.94,64.45,0.1862
2024-06-23,R0001,Karlsruhe,casual_dining,6,Sunday,6,1,0,rainy,29.8,0,309,77,232,16.57,5119.5,67.7,12.0,812.41,75.62,0.1587
2024-06-24,R0001,Karlsruhe,casual_dining,0,Monday,6,0,0,rainy,19.4,0,226,36,190,15.03,3397.8,57.39,12.0,688.72,59.2,0.2027
2024-06-25,R0001,Karlsruhe,casual_dining,1,Tuesday,6,0,0,sunny,27.0,0,319,40,279,14.79,4717.97,67.03,12.0,804.34,70.39,0.1705
2024-06-26,R0001,Karlsruhe,casual_dining,2,Wednesday,6,0,0,rainy,19.8,0,320,71,249,13.79,4412.22,67.67,12.0,812.02,65.2,0.184
2024-06-27,R0001,Karlsruhe,casual_dining,3,Thursday,6,0,0,sunny,24.7,0,303,91,212,15.89,4814.57,58.78,12.0,705.39,81.9,0.1465
2024-06-28,R0001,Karlsruhe,casual_dining,4,Friday,6,0,0,sunny,24.7,0,428,90,338,14.94,6393.22,84.0,12.0,1008.06,76.11,0.1577
2024-06-29,R0001,Karlsruhe,casual_dining,5,Saturday,6,1,0,sunny,11.3,0,429,45,384,14.05,6027.04,92.87,12.0,1114.44,64.9,0.1849
2024-06-30,R0001,Karlsruhe,casual_dining,6,Sunday,6,1,0,rainy,19.4,0,351,121,230,16.16,5672.72,79.46,12.0,953.52,71.39,0.1681
2024-07-01,R0001,Karlsruhe,casual_dining,0,Monday,7,0,0,sunny,22.7,0,242,79,163,15.45,3737.77,61.59,12.0,739.1,60.69,0.1977
2024-07-02,R0001,Karlsruhe,casual_dining,1,Tuesday,7,0,0,rainy,24.0,0,274,59,215,15.52,4253.39,67.22,12.0,806.68,63.27,0.1897
2024-07-03,R0001,Karlsruhe,casual_dining,2,Wednesday,7,0,0,sunny,19.6,0,257,40,217,16.27,4182.07,69.37,12.0,832.41,60.29,0.199
2024-07-04,R0001,Karlsruhe,casual_dining,3,Thursday,7,0,0,cloudy,23.2,0,320,16,304,17.32,5543.39,100.75,12.0,1209.05,55.02,0.2181
2024-07-05,R0001,Karlsruhe,casual_dining,4,Friday,7,0,0,rainy,24.9,0,310,67,243,16.04,4972.75,80.19,12.0,962.25,62.01,0.1935
2024-07-06,R0001,Karlsruhe,casual_dining,5,Saturday,7,1,0,cloudy,28.4,0,403,41,362,15.59,6281.36,103.46,12.0,1241.47,60.72,0.1976
2024-07-07,R0001,Karlsruhe,casual_dining,6,Sunday,7,1,0,sunny,10.9,0,368,115,253,15.7,5776.31,88.96,12.0,1067.55,64.93,0.1848
2024-07-08,R0001,Karlsruhe,casual_dining,0,Monday,7,0,0,rainy,19.5,0,270,54,216,15.35,4144.53,54.81,12.0,657.68,75.62,0.1587
2024-07-09,R0001,Karlsruhe,casual_dining,1,Tuesday,7,0,0,rainy,24.9,0,270,35,235,18.95,5117.7,79.43,12.0,953.15,64.43,0.1862
2024-07-10,R0001,Karlsruhe,casual_dining,2,Wednesday,7,0,0,rainy,32.0,1,343,83,260,15.85,5437.93,79.32,12.0,951.8,68.56,0.175
2024-07-11,R0001,Karlsruhe,casual_dining,3,Thursday,7,0,0,rainy,22.6,0,313,28,285,15.56,4868.95,83.9,12.0,1006.8,58.03,0.2068
2024-07-12,R0001,Karlsruhe,casual_dining,4,Friday,7,0,0,cloudy,24.8,1,355,62,293,14.52,5154.02,90.75,12.0,1089.01,56.79,0.2113
2024-07-13,R0001,Karlsruhe,casual_dining,5,Saturday,7,1,0,sunny,19.8,0,444,128,316,15.67,6956.41,103.25,12.0,1239.03,67.37,0.1781
2024-07-14,R0001,Karlsruhe,casual_dining,6,Sunday,7,1,0,rainy,15.1,0,331,83,248,14.23,4709.35,70.41,12.0,844.92,66.88,0.1794
2024-07-15,R0001,Karlsruhe,casual_dining,0,Monday,7,0,0,sunny,34.9,1,298,68,230,15.21,4532.58,54.55,12.0,654.59,83.09,0.1444
2024-07-16,R0001,Karlsruhe,casual_dining,1,Tuesday,7,0,0,sunny,24.2,0,310,64,246,17.18,5326.98,78.68,12.0,944.18,67.7,0.1772
2024-07-17,R0001,Karlsruhe,casual_dining,2,Wednesday,7,0,0,sunny,11.6,0,286,49,237,16.02,4580.57,68.03,12.0,816.41,67.33,0.1782
2024-07-18,R0001,Karlsruhe,casual_dining,3,Thursday,7,0,0,sunny,26.0,1,338,126,212,14.99,5066.59,88.41,12.0,1060.9,57.31,0.2094
2024-07-19,R0001,Karlsruhe,casual_dining,4,Friday,7,0,0,cloudy,23.5,0,365,77,288,15.9,5803.57,90.73,12.0,1088.74,63.97,0.1876
2024-07-20,R0001,Karlsruhe,casual_dining,5,Saturday,7,1,0,cloudy,21.9,0,445,91,354,14.07,6262.3,90.15,12.0,1081.82,69.46,0.1728
2024-07-21,R0001,Karlsruhe,casual_dining,6,Sunday,7,1,0,sunny,23.6,0,389,106,283,14.15,5502.82,79.61,12.0,955.29,69.12,0.1736
2024-07-22,R0001,Karlsruhe,casual_dining,0,Monday,7,0,0,cloudy,20.1,0,296,50,246,14.84,4393.99,64.38,12.0,772.58,68.25,0.1758
2024-07-23,R0001,Karlsruhe,casual_dining,1,Tuesday,7,0,0,sunny,20.2,0,359,49,310,18.8,6748.97,106.58,12.0,1278.95,63.32,0.1895
2024-07-24,R0001,Karlsruhe,casual_dining,2,Wednesday,7,0,0,cloudy,17.1,0,266,55,211,14.48,3852.73,53.07,12.0,636.79,72.6,0.1653
2024-07-25,R0001,Karlsruhe,casual_dining,3,Thursday,7,0,0,sunny,27.2,0,322,37,285,15.95,5134.3,94.25,12.0,1131.0,54.48,0.2203
2024-07-26,R0001,Karlsruhe,casual_dining,4,Friday,7,0,0,rainy,28.6,0,352,118,234,14.39,5066.53,85.88,12.0,1030.56,59.0,0.2034
2024-07-27,R0001,Karlsruhe,casual_dining,5,Saturday,7,1,0,sunny,23.5,0,468,144,324,17.43,8156.38,107.54,12.0,1290.5,75.84,0.1582
2024-07-28,R0001,Karlsruhe,casual_dining,6,Sunday,7,1,0,sunny,24.5,1,435,85,350,16.21,7050.22,90.08,12.0,1080.97,78.27,0.1533
2024-07-29,R0001,Karlsruhe,casual_dining,0,Monday,7,0,0,sunny,21.4,0,272,58,214,15.28,4154.93,68.04,12.0,816.46,61.07,0.1965
2024-07-30,R0001,Karlsruhe,casual_dining,1,Tuesday,7,0,0,sunny,21.5,0,239,52,187,16.47,3936.7,61.98,12.0,743.74,63.52,0.1889
2024-07-31,R0001,Karlsruhe,casual_dining,2,Wednesday,7,0,0,rainy,27.8,0,295,68,227,15.84,4673.44,69.9,12.0,838.8,66.86,0.1795
2024-08-01,R0001,Karlsruhe,casual_dining,3,Thursday,8,0,0,rainy,26.3,0,278,78,200,13.11,3644.97,64.14,12.0,769.7,56.83,0.2112
2024-08-02,R0001,Karlsruhe,casual_dining,4,Friday,8,0,0,cloudy,26.2,0,378,56,322,17.88,6757.84,103.57,12.0,1242.88,65.25,0.1839
2024-08-03,R0001,Karlsruhe,casual_dining,5,Saturday,8,1,0,sunny,26.7,0,433,98,335,16.6,7189.39,115.22,12.0,1382.59,62.4,0.1923
2024-08-04,R0001,Karlsruhe,casual_dining,6,Sunday,8,1,0,cloudy,21.7,0,307,89,218,15.87,4870.77,64.94,12.0,779.33,75.0,0.16
2024-08-05,R0001,Karlsruhe,casual_dining,0,Monday,8,0,0,sunny,16.4,0,242,66,176,15.35,3715.06,54.52,12.0,654.24,68.14,0.1761
2024-08-06,R0001,Karlsruhe,casual_dining,1,Tuesday,8,0,0,sunny,24.2,1,359,74,285,14.95,5367.73,92.96,12.0,1115.51,57.74,0.2078
2024-08-07,R0001,Karlsruhe,casual_dining,2,Wednesday,8,0,0,cloudy,25.0,0,253,76,177,17.69,4474.98,72.21,12.0,866.5,61.97,0.1936
2024-08-08,R0001,Karlsruhe,casual_dining,3,Thursday,8,0,0,sunny,23.8,0,310,89,221,16.16,5008.87,74.13,12.0,889.6,67.57,0.1776
2024-08-09,R0001,Karlsruhe,casual_dining,4,Friday,8,0,0,sunny,19.9,0,296,107,189,16.8,4972.86,89.1,12.0,1069.16,55.81,0.215
2024-08-10,R0001,Karlsruhe,casual_dining,5,Saturday,8,1,0,sunny,14.9,0,394,23,371,15.98,6297.42,101.39,12.0,1216.64,62.11,0.1932
2024-08-11,R0001,Karlsruhe,casual_dining,6,Sunday,8,1,0,cloudy,17.7,0,349,54,295,17.18,5996.96,83.35,12.0,1000.19,71.95,0.1668
2024-08-12,R0001,Karlsruhe,casual_dining,0,Monday,8,0,0,sunny,12.2,0,230,42,188,16.44,3781.28,52.92,12.0,635.01,71.46,0.1679
2024-08-13,R0001,Karlsruhe,casual_dining,1,Tuesday,8,0,0,sunny,20.2,0,285,36,249,16.66,4747.03,74.68,12.0,896.18,63.56,0.1888
2024-08-14,R0001,Karlsruhe,casual_dining,2,Wednesday,8,0,0,rainy,23.7,0,250,66,184,16.51,4128.54,45.86,12.0,550.27,90.03,0.1333
2024-08-15,R0001,Karlsruhe,casual_dining,3,Thursday,8,0,0,cloudy,29.0,0,337,34,303,15.44,5202.92,72.67,12.0,871.99,71.6,0.1676
2024-08-16,R0001,Karlsruhe,casual_dining,4,Friday,8,0,0,cloudy,28.1,0,345,59,286,14.3,4933.95,69.5,12.0,834.01,70.99,0.169
2024-08-17,R0001,Karlsruhe,casual_dining,5,Saturday,8,1,0,sunny,27.3,0,398,128,270,14.73,5862.25,79.52,12.0,954.21,73.72,0.1628
2024-08-18,R0001,Karlsruhe,casual_dining,6,Sunday,8,1,0,sunny,31.0,0,327,38,289,14.81,4842.64,76.66,12.0,919.92,63.17,0.19
2024-08-19,R0001,Karlsruhe,casual_dining,0,Monday,8,0,0,rainy,16.9,0,197,29,168,14.87,2930.1,41.95,12.0,503.34,69.86,0.1718
2024-08-20,R0001,Karlsruhe,casual_dining,1,Tuesday,8,0,0,cloudy,33.0,0,218,51,167,15.0,3270.27,46.03,12.0,552.34,71.05,0.1689
2024-08-21,R0001,Karlsruhe,casual_dining,2,Wednesday,8,0,0,rainy,27.5,0,256,43,213,16.07,4112.65,62.75,12.0,752.94,65.55,0.1831
2024-08-22,R0001,Karlsruhe,casual_dining,3,Thursday,8,0,0,cloudy,21.8,1,368,68,300,15.74,5790.93,98.04,12.0,1176.53,59.06,0.2032
2024-08-23,R0001,Karlsruhe,casual_dining,4,Friday,8,0,0,sunny,21.8,1,523,147,376,14.11,7378.98,93.81,12.0,1125.68,78.66,0.1526
2024-08-24,R0001,Karlsruhe,casual_dining,5,Saturday,8,1,0,sunny,24.1,0,425,94,331,15.12,6427.2,98.25,12.0,1178.97,65.42,0.1834
2024-08-25,R0001,Karlsruhe,casual_dining,6,Sunday,8,1,0,sunny,19.1,0,324,36,288,14.8,4796.25,78.15,12.0,937.81,61.37,0.1955
2024-08-26,R0001,Karlsruhe,casual_dining,0,Monday,8,0,0,sunny,25.7,0,281,68,213,16.36,4597.45,71.43,12.0,857.22,64.36,0.1865
2024-08-27,R0001,Karlsruhe,casual_dining,1,Tuesday,8,0,0,rainy,20.3,1,282,67,215,16.42,4629.21,62.4,12.0,748.74,74.19,0.1617
2024-08-28,R0001,Karlsruhe,casual_dining,2,Wednesday,8,0,0,sunny,28.6,0,351,41,310,16.66,5849.34,108.03,12.0,1296.33,54.15,0.2216
2024-08-29,R0001,Karlsruhe,casual_dining,3,Thursday,8,0,0,sunny,26.3,1,453,98,355,16.06,7274.5,106.54,12.0,1278.51,68.28,0.1758
2024-08-30,R0001,Karlsruhe,casual_dining,4,Friday,8,0,0,rainy,25.9,0,302,64,238,16.02,4838.14,65.75,12.0,789.03,73.58,0.1631
2024-08-31,R0001,Karlsruhe,casual_dining,5,Saturday,8,1,0,sunny,15.6,0,428,138,290,15.23,6518.4,97.17,12.0,1166.09,67.08,0.1789
2024-09-01,R0001,Karlsruhe,casual_dining,6,Sunday,9,1,0,sunny,15.3,0,369,110,259,15.25,5627.28,79.48,12.0,953.7,70.81,0.1695
2024-09-02,R0001,Karlsruhe,casual_dining,0,Monday,9,0,0,cloudy,13.5,0,303,33,270,14.86,4502.26,63.58,12.0,762.98,70.81,0.1695
2024-09-03,R0001,Karlsruhe,casual_dining,1,Tuesday,9,0,0,sunny,15.3,0,246,30,216,16.85,4144.69,72.53,12.0,870.33,57.15,0.21
2024-09-04,R0001,Karlsruhe,casual_dining,2,Wednesday,9,0,0,cloudy,26.3,0,297,22,275,15.21,4517.58,66.57,12.0,798.87,67.86,0.1768
2024-09-05,R0001,Karlsruhe,casual_dining,3,Thursday,9,0,0,rainy,6.5,0,287,56,231,16.35,4691.02,72.29,12.0,867.49,64.89,0.1849
2024-09-06,R0001,Karlsruhe,casual_dining,4,Friday,9,0,0,sunny,16.8,0,353,37,316,15.41,5438.53,68.42,12.0,821.01,79.49,0.151
2024-09-07,R0001,Karlsruhe,casual_dining,5,Saturday,9,1,0,sunny,10.7,0,346,77,269,15.81,5469.08,67.27,12.0,807.27,81.3,0.1476
2024-09-08,R0001,Karlsruhe,casual_dining,6,Sunday,9,1,0,sunny,7.4,1,353,106,247,16.06,5668.26,95.79,12.0,1149.53,59.17,0.2028
2024-09-09,R0001,Karlsruhe,casual_dining,0,Monday,9,0,0,cloudy,11.5,0,264,71,193,16.11,4251.73,67.55,12.0,810.63,62.94,0.1907
2024-09-10,R0001,Karlsruhe,casual_dining,1,Tuesday,9,0,0,cloudy,16.1,0,288,21,267,14.81,4263.99,77.19,12.0,926.24,55.24,0.2172
2024-09-11,R0001,Karlsruhe,casual_dining,2,Wednesday,9,0,0,sunny,13.3,0,325,58,267,15.49,5033.55,89.99,12.0,1079.89,55.93,0.2145
2024-09-12,R0001,Karlsruhe,casual_dining,3,Thursday,9,0,0,sunny,6.8,0,329,96,233,16.5,5427.4,86.8,12.0,1041.6,62.53,0.1919
2024-09-13,R0001,Karlsruhe,casual_dining,4,Friday,9,0,0,cloudy,14.4,0,341,96,245,16.13,5500.68,91.05,12.0,1092.57,60.42,0.1986
2024-09-14,R0001,Karlsruhe,casual_dining,5,Saturday,9,1,0,cloudy,12.2,0,376,149,227,16.1,6054.56,89.97,12.0,1079.66,67.29,0.1783
2024-09-15,R0001,Karlsruhe,casual_dining,6,Sunday,9,1,0,rainy,14.1,0,382,93,289,15.36,5867.5,84.66,12.0,1015.93,69.31,0.1731
2024-09-16,R0001,Karlsruhe,casual_dining,0,Monday,9,0,0,cloudy,10.2,0,261,55,206,17.49,4564.44,69.2,12.0,830.4,65.96,0.1819
2024-09-17,R0001,Karlsruhe,casual_dining,1,Tuesday,9,0,0,cloudy,25.5,0,243,71,172,14.63,3554.1,53.7,12.0,644.43,66.18,0.1813
2024-09-18,R0001,Karlsruhe,casual_dining,2,Wednesday,9,0,0,sunny,12.6,0,273,64,209,14.45,3945.71,65.59,12.0,787.12,60.15,0.1995
2024-09-19,R0001,Karlsruhe,casual_dining,3,Thursday,9,0,0,cloudy,13.7,0,271,39,232,15.17,4111.99,72.87,12.0,874.47,56.43,0.2127
2024-09-20,R0001,Karlsruhe,casual_dining,4,Friday,9,0,0,rainy,15.2,1,496,79,417,13.63,6760.19,99.48,12.0,1193.73,67.96,0.1766
2024-09-21,R0001,Karlsruhe,casual_dining,5,Saturday,9,1,0,cloudy,7.7,0,328,73,255,16.29,5342.13,87.8,12.0,1053.63,60.84,0.1972
2024-09-22,R0001,Karlsruhe,casual_dining,6,Sunday,9,1,0,sunny,14.5,0,425,30,395,16.16,6866.37,96.88,12.0,1162.58,70.87,0.1693
2024-09-23,R0001,Karlsruhe,casual_dining,0,Monday,9,0,0,rainy,3.3,0,227,59,168,18.47,4191.69,70.5,12.0,846.06,59.45,0.2018
2024-09-24,R0001,Karlsruhe,casual_dining,1,Tuesday,9,0,0,cloudy,7.3,0,269,55,214,13.44,3614.88,56.77,12.0,681.2,63.68,0.1884
2024-09-25,R0001,Karlsruhe,casual_dining,2,Wednesday,9,0,0,cloudy,10.9,0,276,74,202,15.97,4407.57,76.59,12.0,919.05,57.55,0.2085
2024-09-26,R0001,Karlsruhe,casual_dining,3,Thursday,9,0,0,rainy,10.5,0,300,84,216,15.29,4586.09,78.96,12.0,947.54,58.08,0.2066
2024-09-27,R0001,Karlsruhe,casual_dining,4,Friday,9,0,0,sunny,18.5,0,364,77,287,15.87,5775.25,84.68,12.0,1016.21,68.2,0.176
2024-09-28,R0001,Karlsruhe,casual_dining,5,Saturday,9,1,0,cloudy,4.6,0,383,50,333,14.82,5675.74,91.09,12.0,1093.07,62.31,0.1926
2024-09-29,R0001,Karlsruhe,casual_dining,6,Sunday,9,1,0,sunny,12.8,0,356,47,309,16.48,5867.6,80.17,12.0,962.06,73.19,0.164
2024-09-30,R0001,Karlsruhe,casual_dining,0,Monday,9,0,0,sunny,19.9,1,319,47,272,15.73,5019.2,76.31,12.0,915.7,65.78,0.1824
2024-10-01,R0001,Karlsruhe,casual_dining,1,Tuesday,10,0,0,cloudy,18.1,0,288,49,239,16.49,4749.52,62.7,12.0,752.35,75.76,0.1584
2024-10-02,R0001,Karlsruhe,casual_dining,2,Wednesday,10,0,0,sunny,8.3,0,264,72,192,15.74,4155.77,49.65,12.0,595.8,83.7,0.1434
2024-10-03,R0001,Karlsruhe,casual_dining,3,Thursday,10,0,1,cloudy,17.2,0,228,60,168,17.26,3935.59,47.04,12.0,564.53,83.66,0.1434
2024-10-04,R0001,Karlsruhe,casual_dining,4,Friday,10,0,0,cloudy,8.1,0,353,94,259,16.88,5957.79,91.43,12.0,1097.1,65.17,0.1841
2024-10-05,R0001,Karlsruhe,casual_dining,5,Saturday,10,1,0,rainy,2.8,1,370,108,262,16.67,6168.67,97.96,12.0,1175.53,62.97,0.1906
2024-10-06,R0001,Karlsruhe,casual_dining,6,Sunday,10,1,0,sunny,-3.3,0,320,102,218,13.27,4247.05,66.69,12.0,800.27,63.68,0.1884
2024-10-07,R0001,Karlsruhe,casual_dining,0,Monday,10,0,0,sunny,17.5,0,279,112,167,16.76,4675.52,80.44,12.0,965.26,58.13,0.2064
2024-10-08,R0001,Karlsruhe,casual_dining,1,Tuesday,10,0,0,sunny,4.1,1,375,117,258,15.3,5736.31,98.3,12.0,1179.59,58.36,0.2056
2024-10-09,R0001,Karlsruhe,casual_dining,2,Wednesday,10,0,0,rainy,24.9,1,302,44,258,15.21,4594.67,52.15,12.0,625.75,88.11,0.1362
2024-10-10,R0001,Karlsruhe,casual_dining,3,Thursday,10,0,0,cloudy,9.8,0,356,115,241,15.87,5649.29,90.91,12.0,1090.86,62.14,0.1931
2024-10-11,R0001,Karlsruhe,casual_dining,4,Friday,10,0,0,sunny,16.1,0,362,90,272,16.5,5971.69,90.95,12.0,1091.34,65.66,0.1828
2024-10-12,R0001,Karlsruhe,casual_dining,5,Saturday,10,1,0,cloudy,14.0,0,393,122,271,17.49,6872.2,107.89,12.0,1294.71,63.69,0.1884
2024-10-13,R0001,Karlsruhe,casual_dining,6,Sunday,10,1,0,sunny,0.1,0,397,119,278,16.07,6380.48,91.03,12.0,1092.35,70.09,0.1712
2024-10-14,R0001,Karlsruhe,casual_dining,0,Monday,10,0,0,sunny,4.2,1,300,132,168,15.96,4788.44,81.36,12.0,976.28,58.86,0.2039
2024-10-15,R0001,Karlsruhe,casual_dining,1,Tuesday,10,0,0,sunny,17.2,0,275,56,219,13.18,3624.56,61.45,12.0,737.43,58.98,0.2035
2024-10-16,R0001,Karlsruhe,casual_dining,2,Wednesday,10,0,0,sunny,7.2,0,349,94,255,16.83,5872.17,97.81,12.0,1173.7,60.04,0.1999
2024-10-17,R0001,Karlsruhe,casual_dining,3,Thursday,10,0,0,rainy,11.8,0,212,52,160,16.05,3401.86,59.8,12.0,717.57,56.89,0.2109
2024-10-18,R0001,Karlsruhe,casual_dining,4,Friday,10,0,0,cloudy,19.9,0,324,136,188,16.48,5338.17,96.1,12.0,1153.2,55.55,0.216
2024-10-19,R0001,Karlsruhe,casual_dining,5,Saturday,10,1,0,cloudy,17.6,1,484,97,387,14.42,6979.55,108.19,12.0,1298.32,64.51,0.186
2024-10-20,R0001,Karlsruhe,casual_dining,6,Sunday,10,1,0,rainy,20.0,0,320,71,249,14.94,4781.66,74.33,12.0,892.0,64.33,0.1865
2024-10-21,R0001,Karlsruhe,casual_dining,0,Monday,10,0,0,cloudy,10.6,0,237,40,197,16.74,3967.54,52.21,12.0,626.49,76.0,0.1579
2024-10-22,R0001,Karlsruhe,casual_dining,1,Tuesday,10,0,0,cloudy,15.3,0,206,17,189,16.77,3454.45,55.84,12.0,670.12,61.86,0.194
2024-10-23,R0001,Karlsruhe,casual_dining,2,Wednesday,10,0,0,cloudy,7.6,1,324,86,238,15.01,4864.52,72.88,12.0,874.56,66.75,0.1798
2024-10-24,R0001,Karlsruhe,casual_dining,3,Thursday,10,0,0,cloudy,16.9,0,267,64,203,13.71,3660.48,55.37,12.0,664.4,66.11,0.1815
2024-10-25,R0001,Karlsruhe,casual_dining,4,Friday,10,0,0,cloudy,0.1,1,468,48,420,13.64,6382.49,111.2,12.0,1334.35,57.4,0.2091
2024-10-26,R0001,Karlsruhe,casual_dining,5,Saturday,10,1,0,cloudy,18.8,0,404,28,376,12.83,5181.78,78.98,12.0,947.72,65.61,0.1829
2024-10-27,R0001,Karlsruhe,casual_dining,6,Sunday,10,1,0,sunny,19.7,1,456,79,377,18.59,8477.21,132.71,12.0,1592.54,63.88,0.1879
2024-10-28,R0001,Karlsruhe,casual_dining,0,Monday,10,0,0,sunny,21.1,0,240,48,192,15.98,3836.31,54.4,12.0,652.75,70.53,0.1702
2024-10-29,R0001,Karlsruhe,casual_dining,1,Tuesday,10,0,0,cloudy,7.1,1,307,81,226,15.94,4894.37,69.29,12.0,831.52,70.63,0.1699
2024-10-30,R0001,Karlsruhe,casual_dining,2,Wednesday,10,0,0,rainy,15.7,0,256,72,184,15.26,3905.51,66.26,12.0,795.13,58.94,0.2036
2024-10-31,R0001,Karlsruhe,casual_dining,3,Thursday,10,0,0,sunny,9.3,0,288,65,223,15.32,4411.5,76.07,12.0,912.82,57.99,0.2069
2024-11-01,R0001,Karlsruhe,casual_dining,4,Friday,11,0,0,sunny,9.0,1,374,77,297,14.14,5289.97,73.09,12.0,877.11,72.37,0.1658
2024-11-02,R0001,Karlsruhe,casual_dining,5,Saturday,11,1,0,sunny,8.5,0,472,104,368,16.71,7888.04,117.99,12.0,1415.92,66.85,0.1795
2024-11-03,R0001,Karlsruhe,casual_dining,6,Sunday,11,1,0,rainy,9.8,0,279,16,263,15.9,4435.78,71.03,12.0,852.39,62.45,0.1922
2024-11-04,R0001,Karlsruhe,casual_dining,0,Monday,11,0,0,sunny,15.8,0,248,53,195,16.13,4001.25,62.12,12.0,745.39,64.42,0.1863
2024-11-05,R0001,Karlsruhe,casual_dining,1,Tuesday,11,0,0,cloudy,11.4,0,309,88,221,15.85,4897.18,71.41,12.0,856.87,68.58,0.175
2024-11-06,R0001,Karlsruhe,casual_dining,2,Wednesday,11,0,0,sunny,15.8,0,381,19,362,15.69,5978.92,88.62,12.0,1063.44,67.47,0.1779
2024-11-07,R0001,Karlsruhe,casual_dining,3,Thursday,11,0,0,sunny,18.2,0,358,113,245,16.48,5900.27,101.03,12.0,1212.38,58.4,0.2055
2024-11-08,R0001,Karlsruhe,casual_dining,4,Friday,11,0,0,cloudy,19.6,0,333,118,215,15.07,5018.15,80.39,12.0,964.72,62.42,0.1922
2024-11-09,R0001,Karlsruhe,casual_dining,5,Saturday,11,1,0,sunny,16.0,0,414,109,305,17.72,7335.34,95.34,12.0,1144.11,76.94,0.156
2024-11-10,R0001,Karlsruhe,casual_dining,6,Sunday,11,1,0,rainy,10.9,1,388,29,359,15.57,6042.51,112.69,12.0,1352.32,53.62,0.2238
2024-11-11,R0001,Karlsruhe,casual_dining,0,Monday,11,0,0,sunny,15.4,0,308,96,212,15.15,4665.22,77.12,12.0,925.49,60.49,0.1984
2024-11-12,R0001,Karlsruhe,casual_dining,1,Tuesday,11,0,0,rainy,13.2,0,285,25,260,14.73,4197.04,69.86,12.0,838.32,60.08,0.1997
2024-11-13,R0001,Karlsruhe,casual_dining,2,Wednesday,11,0,0,rainy,15.2,0,262,56,206,16.88,4421.29,65.96,12.0,791.46,67.03,0.179
2024-11-14,R0001,Karlsruhe,casual_dining,3,Thursday,11,0,0,cloudy,10.4,0,318,67,251,13.67,4346.6,65.21,12.0,782.47,66.66,0.18
2024-11-15,R0001,Karlsruhe,casual_dining,4,Friday,11,0,0,rainy,1.6,0,252,84,168,16.94,4269.6,76.93,12.0,923.17,55.5,0.2162
2024-11-16,R0001,Karlsruhe,casual_dining,5,Saturday,11,1,0,rainy,13.8,0,435,62,373,17.33,7536.4,120.56,12.0,1446.74,62.51,0.192
2024-11-17,R0001,Karlsruhe,casual_dining,6,Sunday,11,1,0,cloudy,14.2,0,410,138,272,16.68,6840.16,109.23,12.0,1310.71,62.62,0.1916
2024-11-18,R0001,Karlsruhe,casual_dining,0,Monday,11,0,0,cloudy,11.6,0,230,75,155,17.5,4024.45,56.85,12.0,682.25,70.79,0.1695
2024-11-19,R0001,Karlsruhe,casual_dining,1,Tuesday,11,0,0,cloudy,16.8,0,283,64,219,17.14,4851.77,86.81,12.0,1041.74,55.89,0.2147
2024-11-20,R0001,Karlsruhe,casual_dining,2,Wednesday,11,0,0,cloudy,13.5,0,356,98,258,16.46,5860.54,77.12,12.0,925.47,75.99,0.1579
2024-11-21,R0001,Karlsruhe,casual_dining,3,Thursday,11,0,0,rainy,7.9,0,226,39,187,17.2,3887.47,69.56,12.0,834.78,55.88,0.2147
